Bucket 8 (8):
3,12,4,1,4,4,1,12,3,10,1 [Linha: 4075]
1,9,3,13,2,4,1,7,1,4,1 [Linha: 4076]
1,12,1,13,4,13,2,7,3,11,1 [Linha: 4077]
1,8,4,8,4,11,1,12,4,9,1 [Linha: 4080]
4,10,1,1,3,12,4,3,1,10,1 [Linha: 4082]
2,5,1,5,1,9,4,7,4,2,1 [Linha: 4086]
2,8,1,2,2,4,4,1,3,4,1 [Linha: 4089]
3,3,2,10,3,13,1,3,4,2,1 [Linha: 4091]
4,13,3,1,2,7,2,1,3,12,1 [Linha: 4092]
1,9,4,4,4,12,2,6,3,4,1 [Linha: 4093]
2,6,1,7,2,5,1,9,4,6,1 [Linha: 4094]
2,10,4,11,4,12,2,13,4,13,1 [Linha: 4095]
4,1,3,13,2,8,3,4,4,4,1 [Linha: 4097]
1,10,4,12,3,1,1,11,3,11,1 [Linha: 4104]
2,8,1,6,4,12,1,1,3,6,1 [Linha: 4106]
4,5,3,11,1,7,1,10,3,10,1 [Linha: 4107]
2,10,2,1,2,9,1,1,4,2,1 [Linha: 4108]
3,11,2,10,1,7,2,5,1,11,1 [Linha: 4109]
2,5,2,6,4,6,1,12,2,2,1 [Linha: 4110]
3,12,1,5,4,5,3,4,2,7,1 [Linha: 4116]
4,8,2,11,1,11,1,5,4,7,1 [Linha: 4117]
1,5,3,12,3,13,1,8,3,5,1 [Linha: 4122]
1,10,1,11,1,4,2,11,1,8,1 [Linha: 4124]
3,6,2,7,2,11,2,2,2,6,1 [Linha: 4126]
4,9,1,9,2,11,2,10,3,5,1 [Linha: 4128]
1,9,2,8,2,3,3,8,4,10,1 [Linha: 4129]
3,4,4,9,2,10,1,7,4,7,1 [Linha: 4130]
3,10,4,12,3,7,2,10,2,11,1 [Linha: 4131]
2,4,3,4,4,12,4,13,3,8,1 [Linha: 4132]
4,13,3,2,1,2,1,12,1,5,1 [Linha: 4134]
4,8,4,6,1,12,3,2,2,2,1 [Linha: 4136]
2,5,2,9,3,1,1,9,3,3,1 [Linha: 4138]
3,2,1,2,2,1,4,12,3,6,1 [Linha: 4145]
3,1,1,4,2,13,3,13,4,2,1 [Linha: 4146]
4,7,1,10,1,1,3,10,3,2,1 [Linha: 4147]
4,9,3,10,4,6,1,3,2,3,1 [Linha: 4148]
3,2,2,2,1,11,4,1,2,3,1 [Linha: 4149]
3,7,1,9,1,11,4,3,4,9,1 [Linha: 4150]
2,13,1,9,1,13,1,12,1,2,1 [Linha: 4151]
3,6,4,11,1,12,4,12,4,5,1 [Linha: 4155]
1,2,2,4,4,1,4,10,3,2,1 [Linha: 4158]
1,4,3,10,2,2,2,13,2,10,1 [Linha: 4159]
1,1,4,6,3,1,2,8,2,11,1 [Linha: 4161]
3,7,2,11,4,12,1,9,1,7,1 [Linha: 4162]
4,12,3,6,4,13,1,12,2,3,1 [Linha: 4164]
1,13,1,11,1,7,4,7,3,2,1 [Linha: 4166]
3,1,2,3,1,1,2,7,1,8,1 [Linha: 4169]
2,5,2,10,1,10,2,9,3,11,1 [Linha: 4171]
1,1,2,12,2,1,4,13,1,8,1 [Linha: 4174]
3,6,4,6,1,12,2,3,1,13,1 [Linha: 4178]
2,13,2,5,2,9,1,10,1,5,1 [Linha: 4181]
1,6,3,4,4,7,3,7,4,11,1 [Linha: 4182]
3,6,4,11,4,5,3,3,1,5,1 [Linha: 4189]
3,11,4,4,1,7,4,6,1,6,1 [Linha: 4191]
4,2,4,7,3,3,1,3,1,4,1 [Linha: 4194]
4,3,3,8,1,7,1,10,2,8,1 [Linha: 4195]
1,2,3,13,2,13,3,10,4,8,1 [Linha: 4201]
4,2,4,3,2,12,3,4,1,4,1 [Linha: 4208]
3,7,4,4,3,4,3,11,1,9,1 [Linha: 4210]
4,12,4,9,1,8,3,2,2,12,1 [Linha: 4211]
4,1,4,13,1,4,1,1,4,7,1 [Linha: 4213]
4,11,4,7,1,7,1,6,4,10,1 [Linha: 4218]
2,2,2,10,1,10,4,12,4,8,1 [Linha: 4219]
1,8,1,5,4,10,3,5,4,4,1 [Linha: 4220]
1,1,3,8,2,3,1,2,3,3,1 [Linha: 4222]
1,6,4,6,3,10,1,5,1,7,1 [Linha: 4224]
1,6,3,8,4,9,1,5,2,6,1 [Linha: 4225]
4,6,3,8,2,8,3,2,4,12,1 [Linha: 4226]
3,5,3,3,2,9,4,3,2,6,1 [Linha: 4227]
4,12,1,3,2,2,2,3,3,7,1 [Linha: 4228]
1,5,4,2,3,2,4,7,1,9,1 [Linha: 4230]
2,1,4,11,3,11,1,6,1,9,1 [Linha: 4233]
4,1,2,1,4,9,2,6,4,5,1 [Linha: 4234]
1,7,1,6,4,5,1,3,2,5,1 [Linha: 4235]
4,9,3,9,4,2,1,6,4,8,1 [Linha: 4238]
2,1,3,12,4,12,3,7,4,10,1 [Linha: 4241]
4,2,3,7,4,3,2,10,3,3,1 [Linha: 4243]
2,2,2,1,3,6,4,6,2,13,1 [Linha: 4246]
3,12,2,2,1,4,3,4,3,8,1 [Linha: 4247]
4,13,4,7,1,11,1,1,2,11,1 [Linha: 4249]
3,5,1,6,3,3,4,3,1,11,1 [Linha: 4250]
4,2,3,2,1,12,4,9,3,3,1 [Linha: 4253]
3,10,2,10,3,4,3,2,3,6,1 [Linha: 4254]
2,1,4,13,1,2,4,2,3,9,1 [Linha: 4255]
3,11,3,12,4,12,2,13,3,3,1 [Linha: 4256]
3,3,2,2,1,10,2,3,4,4,1 [Linha: 4262]
2,1,4,10,4,12,2,11,2,12,1 [Linha: 4264]
2,13,4,1,1,13,1,6,3,4,1 [Linha: 4266]
2,5,4,7,4,13,2,1,3,5,1 [Linha: 4267]
3,8,4,6,3,6,1,9,1,13,1 [Linha: 4268]
4,13,2,10,1,5,3,5,2,1,1 [Linha: 4269]
3,1,4,12,1,1,3,3,3,9,1 [Linha: 4270]
3,9,1,9,1,6,4,13,3,3,1 [Linha: 4272]
4,13,2,6,2,3,4,6,4,1,1 [Linha: 4279]
1,13,2,13,3,4,3,7,3,8,1 [Linha: 4283]
1,7,1,4,4,6,2,7,2,12,1 [Linha: 4284]
4,12,1,1,3,12,3,7,1,11,1 [Linha: 4291]
4,6,2,7,4,2,4,7,3,3,1 [Linha: 4294]
1,2,3,9,1,1,1,11,2,11,1 [Linha: 4296]
2,2,4,13,2,10,1,1,1,10,1 [Linha: 4298]
3,6,3,7,4,2,2,2,4,8,1 [Linha: 4299]
4,10,1,5,2,8,4,8,3,6,1 [Linha: 4300]
3,5,2,4,4,5,4,3,4,12,1 [Linha: 4301]
1,2,4,3,3,3,4,11,3,7,1 [Linha: 4302]
4,10,1,5,2,2,4,2,3,8,1 [Linha: 4304]
1,1,1,11,4,11,1,6,1,7,1 [Linha: 4305]
1,10,4,11,1,9,3,1,4,9,1 [Linha: 4306]
2,4,1,11,3,3,4,7,3,11,1 [Linha: 4310]
3,10,3,8,4,13,3,13,4,6,1 [Linha: 4314]
3,10,4,1,1,10,2,3,1,11,1 [Linha: 4320]
1,3,1,8,1,6,3,1,2,3,1 [Linha: 4322]
4,7,1,9,3,12,4,5,4,9,1 [Linha: 4323]
3,12,3,1,2,6,3,3,1,12,1 [Linha: 4324]
1,12,3,8,3,1,4,12,2,13,1 [Linha: 4326]
2,5,1,8,1,5,2,3,4,1,1 [Linha: 4329]
3,11,3,3,4,13,1,13,3,6,1 [Linha: 4330]
3,5,4,9,2,1,4,11,3,11,1 [Linha: 4335]
2,13,4,4,1,12,2,5,3,12,1 [Linha: 4336]
3,5,4,5,4,2,3,4,2,6,1 [Linha: 4337]
1,3,2,5,2,9,4,5,2,8,1 [Linha: 4338]
4,7,1,8,4,12,4,11,1,11,1 [Linha: 4340]
4,13,2,13,2,11,3,2,3,7,1 [Linha: 4341]
1,1,3,3,1,4,3,4,3,11,1 [Linha: 4346]
1,6,3,1,1,9,4,7,2,9,1 [Linha: 4347]
3,10,3,9,1,7,1,10,1,12,1 [Linha: 4348]
1,7,3,11,4,10,2,13,4,11,1 [Linha: 4355]
3,9,1,1,2,9,1,7,1,12,1 [Linha: 4357]
3,2,1,10,3,12,4,13,2,10,1 [Linha: 4358]
3,5,4,8,2,5,1,10,2,11,1 [Linha: 4359]
3,7,2,10,2,5,1,10,3,6,1 [Linha: 4361]
2,13,2,5,4,5,2,1,3,9,1 [Linha: 4362]
2,7,2,8,1,4,3,12,4,4,1 [Linha: 4364]
4,6,4,8,2,3,3,12,1,6,1 [Linha: 4367]
2,7,2,6,2,9,4,3,3,3,1 [Linha: 4373]
1,9,3,10,4,1,3,3,4,10,1 [Linha: 4378]
1,7,3,10,4,8,4,4,2,4,1 [Linha: 4380]
4,4,3,4,3,12,1,1,3,3,1 [Linha: 4385]
3,3,4,2,3,12,1,2,1,7,1 [Linha: 4387]
1,5,4,7,3,5,4,9,3,3,1 [Linha: 4390]
3,9,1,2,3,4,4,7,1,9,1 [Linha: 4393]
4,12,2,13,3,2,4,13,4,11,1 [Linha: 4396]
4,9,1,13,1,9,2,10,4,5,1 [Linha: 4397]
2,11,1,10,4,6,4,11,4,2,1 [Linha: 4401]
3,6,1,7,1,8,3,9,2,9,1 [Linha: 4407]
2,9,4,3,2,3,3,11,4,2,1 [Linha: 4408]
3,8,2,13,2,12,4,13,2,2,1 [Linha: 4409]
3,9,2,9,4,1,4,3,4,7,1 [Linha: 4410]
4,10,4,8,2,6,2,1,3,8,1 [Linha: 4411]
3,10,1,3,3,3,4,7,1,4,1 [Linha: 4413]
1,6,2,11,4,6,1,8,3,10,1 [Linha: 4414]
3,2,1,3,1,2,4,10,3,12,1 [Linha: 4415]
4,5,3,13,2,7,2,10,2,5,1 [Linha: 4420]
2,13,3,13,4,10,2,5,1,2,1 [Linha: 4424]
1,1,2,6,4,6,3,13,3,12,1 [Linha: 4426]
4,7,2,10,1,5,4,5,3,6,1 [Linha: 4430]
1,5,4,5,3,7,2,3,4,10,1 [Linha: 4432]
3,8,4,5,4,4,3,4,1,9,1 [Linha: 4436]
1,12,1,10,2,7,4,7,2,1,1 [Linha: 4438]
3,9,3,3,2,8,1,6,1,9,1 [Linha: 4441]
3,11,2,11,3,5,4,12,1,8,1 [Linha: 4442]
2,7,4,12,3,3,4,10,4,7,1 [Linha: 4444]
1,1,2,1,3,12,3,10,2,9,1 [Linha: 4446]
3,7,3,5,1,12,1,8,2,5,1 [Linha: 4447]
4,12,3,1,1,11,3,3,3,11,1 [Linha: 4448]
2,1,3,8,1,8,3,12,2,6,1 [Linha: 4452]
3,2,1,13,2,13,3,4,2,3,1 [Linha: 4453]
3,1,1,11,4,3,1,3,2,9,1 [Linha: 4457]
1,5,1,1,2,10,1,12,2,1,1 [Linha: 4458]
3,10,4,4,4,10,2,8,4,1,1 [Linha: 4459]
2,4,3,11,1,9,1,10,4,9,1 [Linha: 4461]
2,5,3,3,1,13,1,5,2,8,1 [Linha: 4462]
4,12,1,4,2,11,3,9,1,12,1 [Linha: 4463]
3,6,4,5,1,6,2,1,3,10,1 [Linha: 4464]
3,6,3,2,3,13,2,6,4,7,1 [Linha: 4467]
4,5,4,3,1,5,3,7,1,13,1 [Linha: 4469]
3,12,1,3,4,4,2,4,3,9,1 [Linha: 4473]
1,5,1,2,1,12,4,2,1,3,1 [Linha: 4475]
1,10,1,4,1,12,4,7,4,10,1 [Linha: 4480]
4,6,1,13,4,9,1,10,3,6,1 [Linha: 4482]
1,1,1,4,1,5,4,4,3,8,1 [Linha: 4483]
3,2,1,10,2,13,2,12,1,12,1 [Linha: 4485]
3,11,1,11,1,7,2,4,2,13,1 [Linha: 4487]
2,2,3,8,4,8,4,6,4,4,1 [Linha: 4490]
4,7,1,8,3,7,4,4,2,9,1 [Linha: 4492]
1,11,2,10,3,11,4,2,2,5,1 [Linha: 4498]
2,10,2,12,3,10,3,8,1,4,1 [Linha: 4500]
1,2,2,6,1,1,4,3,4,2,1 [Linha: 4506]
1,1,1,9,4,5,3,12,4,9,1 [Linha: 4507]
1,11,1,9,4,4,3,7,2,11,1 [Linha: 4509]
2,13,2,11,1,3,4,13,4,12,1 [Linha: 4512]
1,12,1,6,3,9,2,12,4,7,1 [Linha: 4513]
4,12,2,4,3,2,3,3,2,3,1 [Linha: 4514]
4,1,2,11,1,10,1,8,3,8,1 [Linha: 4518]
3,2,1,3,2,11,4,3,2,8,1 [Linha: 4519]
1,5,3,13,4,10,4,7,4,13,1 [Linha: 4520]
4,5,1,12,4,13,2,12,1,10,1 [Linha: 4521]
3,1,4,6,2,13,4,12,2,1,1 [Linha: 4524]
1,2,2,5,3,8,1,9,4,5,1 [Linha: 4525]
3,8,3,13,1,8,1,10,1,11,1 [Linha: 4526]
2,2,1,7,2,6,1,6,1,12,1 [Linha: 4528]
1,9,3,9,4,4,3,5,3,7,1 [Linha: 4529]
1,12,4,5,4,3,2,5,2,4,1 [Linha: 4533]
1,10,2,8,2,12,4,13,3,8,1 [Linha: 4536]
2,4,1,6,1,7,4,4,1,13,1 [Linha: 4538]
3,12,4,5,3,13,4,2,1,12,1 [Linha: 4540]
1,6,3,13,3,9,4,6,4,1,1 [Linha: 4541]
1,6,1,1,2,3,2,2,2,6,1 [Linha: 4542]
1,8,2,6,2,12,3,4,4,8,1 [Linha: 4545]
2,3,4,5,3,3,1,6,3,7,1 [Linha: 4546]
1,1,2,3,1,12,2,12,2,13,1 [Linha: 4548]
1,1,2,11,4,13,4,11,1,4,1 [Linha: 4549]
4,11,2,6,2,9,3,6,1,3,1 [Linha: 4551]
2,7,1,5,1,2,2,11,3,5,1 [Linha: 4555]
2,3,3,11,2,4,2,13,4,11,1 [Linha: 4556]
2,12,2,8,2,7,3,2,1,2,1 [Linha: 4558]
2,10,1,6,4,6,1,13,4,3,1 [Linha: 4565]
3,3,1,3,3,1,1,4,3,12,1 [Linha: 4567]
1,3,1,13,4,1,3,4,1,1,1 [Linha: 4568]
3,12,2,4,2,12,3,2,1,8,1 [Linha: 4569]
4,6,4,10,2,8,3,13,1,10,1 [Linha: 4570]
4,12,4,6,2,10,2,12,4,1,1 [Linha: 4572]
2,7,3,1,2,9,3,2,1,2,1 [Linha: 4574]
2,12,2,9,1,12,4,1,4,4,1 [Linha: 4579]
3,12,2,4,4,12,1,11,4,13,1 [Linha: 4580]
1,8,3,1,4,11,4,8,1,4,1 [Linha: 4581]
4,7,3,1,1,5,4,10,1,10,1 [Linha: 4582]
4,6,3,1,1,5,3,9,2,9,1 [Linha: 4590]
4,13,2,9,3,3,2,2,1,2,1 [Linha: 4591]
2,6,3,10,4,7,2,12,2,10,1 [Linha: 4592]
1,12,2,2,4,12,4,1,3,11,1 [Linha: 4593]
1,9,2,6,2,8,2,12,3,12,1 [Linha: 4598]
1,1,4,8,1,3,2,8,2,9,1 [Linha: 4600]
2,5,2,9,2,13,4,13,2,11,1 [Linha: 4605]
2,3,1,4,2,8,1,8,4,1,1 [Linha: 4606]
2,9,4,4,3,13,2,4,3,1,1 [Linha: 4608]
1,12,3,2,3,6,2,12,4,1,1 [Linha: 4609]
4,4,2,9,4,9,1,6,1,12,1 [Linha: 4610]
3,9,3,3,2,1,2,8,3,1,1 [Linha: 4611]
4,9,3,10,2,11,1,7,4,10,1 [Linha: 4612]
1,6,2,2,3,13,4,9,1,13,1 [Linha: 4619]
2,8,4,8,2,10,1,9,4,11,1 [Linha: 4620]
1,4,3,7,3,3,1,3,4,11,1 [Linha: 4626]
4,2,2,11,4,11,1,3,1,13,1 [Linha: 4627]
1,8,1,1,3,4,2,11,1,4,1 [Linha: 4628]
2,4,2,9,3,1,4,9,1,7,1 [Linha: 4634]
1,6,4,7,2,10,2,12,1,10,1 [Linha: 4635]
2,4,1,4,4,10,2,2,4,11,1 [Linha: 4636]
4,12,3,4,3,6,1,6,4,13,1 [Linha: 4642]
2,5,3,5,2,10,4,1,4,8,1 [Linha: 4644]
2,7,2,2,3,1,3,3,4,1,1 [Linha: 4647]
1,2,4,12,2,7,3,7,3,11,1 [Linha: 4648]
2,5,2,11,3,3,3,5,3,1,1 [Linha: 4649]
2,4,2,10,1,8,3,8,1,9,1 [Linha: 4650]
3,2,3,6,2,11,1,11,3,7,1 [Linha: 4651]
4,10,2,9,3,1,3,9,2,4,1 [Linha: 4652]
4,2,4,1,2,2,1,12,3,5,1 [Linha: 4656]
3,10,1,5,4,9,3,5,4,4,1 [Linha: 4657]
3,12,1,12,1,2,1,5,1,8,1 [Linha: 4658]
4,12,4,8,3,13,1,2,1,12,1 [Linha: 4661]
1,7,1,12,4,3,1,3,1,5,1 [Linha: 4664]
4,8,4,5,3,8,2,2,2,3,1 [Linha: 4666]
4,9,2,8,4,7,1,8,1,13,1 [Linha: 4667]
2,5,1,10,3,7,3,3,2,10,1 [Linha: 4668]
3,1,3,6,1,1,2,11,2,4,1 [Linha: 4670]
1,1,1,3,1,10,3,3,1,9,1 [Linha: 4671]
2,2,2,11,3,2,1,13,4,6,1 [Linha: 4672]
2,4,4,1,3,1,1,6,4,8,1 [Linha: 4677]
1,13,4,13,4,10,3,7,3,3,1 [Linha: 4678]
3,2,2,8,4,11,2,11,1,6,1 [Linha: 4681]
4,4,4,6,2,12,4,8,1,8,1 [Linha: 4683]
3,5,2,3,3,2,4,8,3,8,1 [Linha: 4684]
4,10,1,6,1,4,4,12,2,4,1 [Linha: 4685]
4,9,2,12,3,9,1,13,1,5,1 [Linha: 4687]
1,13,2,7,4,7,3,6,4,2,1 [Linha: 4692]
3,10,3,2,1,6,1,9,4,2,1 [Linha: 4696]
4,4,4,10,2,9,3,11,4,11,1 [Linha: 4697]
2,2,4,8,3,9,2,6,1,2,1 [Linha: 4698]
4,10,3,12,3,8,2,7,2,8,1 [Linha: 4700]
3,1,4,10,2,10,4,3,2,7,1 [Linha: 4703]
2,9,2,7,4,13,2,10,3,10,1 [Linha: 4704]
4,6,2,6,1,3,3,2,3,4,1 [Linha: 4705]
1,12,3,6,2,12,1,9,3,3,1 [Linha: 4708]
2,6,3,11,3,2,2,8,3,8,1 [Linha: 4711]
4,2,3,6,3,3,2,3,3,1,1 [Linha: 4713]
4,2,1,8,2,2,4,4,1,1,1 [Linha: 4721]
3,10,2,10,3,6,2,3,3,1,1 [Linha: 4724]
2,8,2,10,2,11,1,10,1,1,1 [Linha: 4725]
3,8,2,10,1,12,2,12,1,11,1 [Linha: 4727]
1,1,4,6,3,13,4,5,2,1,1 [Linha: 4735]
4,3,3,4,2,7,4,5,2,5,1 [Linha: 4739]
4,9,4,6,1,2,3,13,2,13,1 [Linha: 4741]
3,5,2,3,2,7,3,8,3,3,1 [Linha: 4746]
2,2,4,2,2,1,1,12,2,10,1 [Linha: 4752]
3,4,2,11,3,5,3,11,4,12,1 [Linha: 4753]
4,1,2,6,1,9,4,11,3,1,1 [Linha: 4756]
3,8,2,8,4,5,1,9,4,11,1 [Linha: 4759]
1,10,2,2,1,5,3,5,3,4,1 [Linha: 4760]
2,5,2,8,2,1,1,7,4,8,1 [Linha: 4766]
4,3,3,11,2,7,1,7,4,1,1 [Linha: 4769]
2,13,1,10,1,13,1,9,2,12,1 [Linha: 4771]
3,6,4,10,3,13,3,10,1,1,1 [Linha: 4776]
3,13,2,1,3,12,1,13,2,3,1 [Linha: 4778]
1,9,2,7,3,5,4,7,3,12,1 [Linha: 4781]
1,13,3,4,2,10,4,10,3,7,1 [Linha: 4784]
3,5,4,7,4,12,1,7,4,2,1 [Linha: 4786]
2,12,1,12,1,9,1,11,4,5,1 [Linha: 4789]
3,12,4,9,4,8,2,9,2,7,1 [Linha: 4791]
4,10,3,1,2,11,3,2,1,1,1 [Linha: 4792]
1,13,3,2,4,1,4,13,3,10,1 [Linha: 4794]
1,11,1,5,2,8,4,4,4,11,1 [Linha: 4795]
2,7,1,7,3,9,1,6,4,5,1 [Linha: 4796]
1,12,4,3,1,1,2,6,4,6,1 [Linha: 4797]
1,3,4,8,3,3,3,2,3,9,1 [Linha: 4804]
1,10,3,11,2,7,3,10,1,4,1 [Linha: 4805]
1,4,4,10,4,7,2,10,4,8,1 [Linha: 4810]
4,2,2,12,3,2,1,1,4,7,1 [Linha: 4815]
3,10,1,11,4,11,1,13,4,1,1 [Linha: 4820]
2,5,1,5,1,4,3,3,2,10,1 [Linha: 4821]
3,3,1,8,3,8,1,4,1,2,1 [Linha: 4826]
3,12,2,5,2,1,3,2,4,1,1 [Linha: 4833]
4,4,1,10,3,3,2,3,3,8,1 [Linha: 4834]
2,3,4,7,1,1,4,5,3,3,1 [Linha: 4835]
3,4,3,1,2,9,3,7,1,4,1 [Linha: 4837]
2,3,4,3,3,5,1,10,3,7,1 [Linha: 4838]
1,13,1,5,3,12,3,5,3,10,1 [Linha: 4841]
3,3,1,8,4,4,3,7,1,3,1 [Linha: 4842]
3,6,4,6,1,11,3,8,1,3,1 [Linha: 4845]
3,6,1,4,3,13,1,1,1,6,1 [Linha: 4846]
4,8,1,5,2,5,3,11,1,13,1 [Linha: 4848]
4,7,1,1,1,2,4,10,2,10,1 [Linha: 4856]
2,3,3,12,3,4,4,7,1,3,1 [Linha: 4857]
4,13,1,12,2,9,4,11,1,13,1 [Linha: 4858]
3,12,4,7,2,6,3,3,1,3,1 [Linha: 4860]
1,3,3,3,4,1,1,8,4,11,1 [Linha: 4861]
1,5,3,9,2,1,2,5,4,4,1 [Linha: 4863]
1,13,1,3,2,3,2,5,4,10,1 [Linha: 4867]
2,8,2,3,1,6,2,12,3,12,1 [Linha: 4868]
4,13,1,9,4,8,3,13,4,11,1 [Linha: 4872]
1,6,2,6,1,4,3,3,1,1,1 [Linha: 4873]
4,3,3,9,4,9,4,1,2,6,1 [Linha: 4876]
2,11,3,13,2,6,1,6,4,9,1 [Linha: 4880]
2,7,1,11,4,3,3,9,4,9,1 [Linha: 4882]
3,11,4,8,2,8,1,6,1,9,1 [Linha: 4885]
3,4,4,1,2,11,2,4,4,8,1 [Linha: 4886]
2,2,4,3,2,9,2,4,1,4,1 [Linha: 4890]
2,6,1,4,1,13,4,4,3,11,1 [Linha: 4892]
2,4,2,1,3,1,2,9,1,6,1 [Linha: 4894]
3,3,1,6,2,7,4,7,3,13,1 [Linha: 4895]
3,4,3,13,1,7,4,12,2,13,1 [Linha: 4896]
1,1,2,2,1,9,1,4,3,2,1 [Linha: 4898]
2,4,1,12,3,10,1,8,1,4,1 [Linha: 4901]
3,7,4,13,3,13,1,3,3,1,1 [Linha: 4904]
1,13,4,7,1,10,3,13,3,12,1 [Linha: 4908]
3,13,2,4,3,12,2,1,4,13,1 [Linha: 4910]
4,8,1,8,3,11,1,2,3,1,1 [Linha: 4911]
3,12,2,11,4,11,2,13,3,8,1 [Linha: 4914]
1,1,1,5,3,3,4,5,3,4,1 [Linha: 4916]
4,10,1,3,3,8,4,8,4,2,1 [Linha: 4918]
2,7,3,12,1,9,2,11,4,9,1 [Linha: 4921]
2,9,4,12,3,1,3,11,4,9,1 [Linha: 4923]
4,3,1,8,2,10,3,10,4,4,1 [Linha: 4927]
4,9,3,13,4,3,1,13,3,1,1 [Linha: 4928]
4,12,1,11,2,11,2,5,1,4,1 [Linha: 4930]
3,7,2,8,2,2,3,2,4,10,1 [Linha: 4934]
4,5,2,5,3,1,4,8,3,12,1 [Linha: 4935]
3,4,2,4,3,6,2,12,3,10,1 [Linha: 4937]
4,5,1,1,3,7,1,9,3,5,1 [Linha: 4938]
4,7,4,3,3,3,3,8,3,11,1 [Linha: 4940]
1,12,1,3,2,8,3,2,4,3,1 [Linha: 4941]
1,9,1,4,4,7,3,12,2,12,1 [Linha: 4945]
1,4,4,1,4,11,1,12,3,4,1 [Linha: 4946]
4,11,3,13,4,4,1,11,2,5,1 [Linha: 4951]
4,13,3,12,1,11,1,9,4,12,1 [Linha: 4952]
3,8,4,10,2,12,1,3,3,10,1 [Linha: 4954]
4,10,2,7,1,3,1,7,4,4,1 [Linha: 4955]
2,2,4,10,2,10,4,12,3,6,1 [Linha: 4956]
3,12,4,13,1,5,1,13,3,2,1 [Linha: 4958]
2,7,3,6,1,11,1,3,4,3,1 [Linha: 4959]
2,10,1,4,3,9,3,7,3,4,1 [Linha: 4960]
2,12,3,3,4,1,2,3,1,9,1 [Linha: 4961]
2,9,1,1,1,4,4,4,1,12,1 [Linha: 4963]
4,9,4,10,4,1,1,10,1,8,1 [Linha: 4964]
1,11,1,7,3,2,3,8,1,8,1 [Linha: 4965]
4,10,1,2,4,5,1,1,1,10,1 [Linha: 4968]
3,9,4,13,3,4,2,5,4,9,1 [Linha: 4971]
2,9,1,9,4,1,4,5,4,3,1 [Linha: 4972]
3,8,3,13,3,9,1,12,4,13,1 [Linha: 4973]
2,10,4,11,3,11,4,7,4,13,1 [Linha: 4974]
2,11,3,8,3,6,4,3,2,8,1 [Linha: 4977]
2,12,1,7,1,1,3,2,4,7,1 [Linha: 4981]
2,9,2,13,1,1,4,9,2,3,1 [Linha: 4983]
4,10,3,6,3,8,3,5,4,6,1 [Linha: 4986]
4,2,3,11,1,13,1,2,3,5,1 [Linha: 4988]
2,9,4,2,2,5,4,10,3,5,1 [Linha: 4990]
2,5,3,5,2,6,4,2,1,7,1 [Linha: 4996]
3,1,2,10,1,10,3,3,2,8,1 [Linha: 4997]
4,8,3,11,3,8,1,6,3,2,1 [Linha: 4998]
1,11,1,2,4,4,3,8,1,4,1 [Linha: 5000]
3,12,3,7,4,11,4,7,3,4,1 [Linha: 5001]
2,2,1,11,4,8,4,7,1,8,1 [Linha: 5002]
4,11,4,12,1,9,2,11,2,7,1 [Linha: 5008]
1,4,1,7,1,3,1,10,3,3,1 [Linha: 5010]
1,10,1,13,2,7,1,4,3,7,1 [Linha: 5013]
3,5,3,7,2,1,3,1,3,10,1 [Linha: 5014]
4,9,2,2,2,11,2,13,1,13,1 [Linha: 5016]
2,13,2,1,1,4,2,7,3,1,1 [Linha: 5017]
1,2,3,2,2,7,1,13,3,8,1 [Linha: 5018]
2,2,4,5,2,12,4,1,1,12,1 [Linha: 5021]
4,6,3,11,3,6,4,10,4,3,1 [Linha: 5022]
4,9,4,3,1,7,3,3,4,12,1 [Linha: 5024]
4,3,3,13,3,7,1,2,4,7,1 [Linha: 5027]
1,13,3,13,2,4,4,2,2,11,1 [Linha: 5029]
3,13,3,7,3,12,4,12,3,2,1 [Linha: 5030]
3,4,3,11,2,3,1,7,2,4,1 [Linha: 5031]
3,4,2,1,3,7,4,2,4,1,1 [Linha: 5034]
4,6,3,12,2,6,1,11,2,1,1 [Linha: 5036]
2,1,2,13,3,6,1,6,4,2,1 [Linha: 5039]
2,10,4,6,3,3,2,2,4,2,1 [Linha: 5041]
3,10,2,1,3,1,2,2,1,11,1 [Linha: 5044]
1,2,3,3,1,1,4,12,4,2,1 [Linha: 5045]
3,10,3,2,2,13,4,2,1,1,1 [Linha: 5047]
1,2,2,9,3,2,1,13,2,5,1 [Linha: 5051]
3,12,1,11,4,7,4,1,4,12,1 [Linha: 5055]
3,1,3,4,3,7,1,13,1,7,1 [Linha: 5057]
2,12,1,3,3,9,3,3,1,4,1 [Linha: 5058]
3,10,4,8,1,8,1,11,3,4,1 [Linha: 5060]
4,13,4,2,4,10,4,5,2,2,1 [Linha: 5061]
2,12,2,7,1,6,1,3,3,7,1 [Linha: 5063]
4,7,4,5,2,7,4,3,3,2,1 [Linha: 5064]
1,7,2,12,3,7,2,8,1,9,1 [Linha: 5066]
4,6,2,9,2,13,2,10,2,6,1 [Linha: 5068]
3,3,1,13,1,4,4,13,1,7,1 [Linha: 5070]
4,5,2,8,3,8,1,10,3,12,1 [Linha: 5075]
4,3,4,2,1,6,1,3,3,13,1 [Linha: 5076]
2,1,3,4,1,2,3,6,2,6,1 [Linha: 5079]
1,10,3,10,4,9,2,2,3,3,1 [Linha: 5080]
2,3,1,13,2,9,1,3,2,5,1 [Linha: 5083]
